314 31 396 746 2 138 8 1 6 0 34 0 19 60 106 495 12 15 7 0 29 36 0 15 249
46 132 67 94 4 1402 1 25 46 10 109 107 0 3 15 227 32 38 477 2 35 16 0 138 68
552 9 233 132 10 260 12 4 27 39 24 8 2 197 12 739 13 11 52 10 17 10 1 8 629
222 189 14 124 121 221 5 4 0 58 321 12 19 59 8 217 5 51 458 0 352 1 23 110 36
9 0 6 6 8 104 8 33 2 5 38 391 13 36 5 330 0 13 17 1 1 12 183 5 870
1310 111 8 90 29 1026 42 43 172 1 43 47 0 110 82 29 6 55 49 22 421 9 0 66 75
120 0 7 3 3 62 0 21 8 17 20 362 13 6 0 834 18 7 71 12 106 13 3 93 974
172 24 7 6 27 47 21 28 10 22 2 508 0 12 20 58 2 0 196 40 7 8 13 740 835
343 30 28 58 18 847 0 6 269 0 26 96 8 91 14 396 0 13 26 1 90 45 3 317 328
1493 6 66 183 12 64 1 1 5 0 1 24 0 5 10 323 7 16 10 2 364 54 7 2 206
2313 21 27 30 14 61 1 19 3 13 9 21 2 9 13 297 37 3 59 0 2 0 1 15 11
3106 0 1 16 11 8 0 1 1 0 1 2 0 1 1 0 1 3 0 2 14 12 3 5 126
199 264 58 19 210 44 303 12 3 0 1307 22 0 110 42 44 2 2 6 0 23 0 6 2 9
102 54 143 6 9 2118 0 7 44 79 63 11 1 0 4 262 1 4 11 2 7 4 0 8 41
327 13 26 63 132 390 18 7 50 6 43 151 0 39 637 14 4 4 3 0 17 66 14 268 86
97 14 6 391 20 164 471 29 212 36 270 8 11 128 16 239 1 8 88 626 14 32 1 20 18
235 69 80 9 19 1288 2 42 117 74 80 944 3 55 140 81 10 0 20 2 2 7 2 17 6
348 18 44 295 49 31 290 8 444 0 15 33 0 254 105 12 2 40 5 11 35 38 3 23 156
72 38 170 2 423 37 14 173 19 35 411 147 9 84 518 182 26 36 22 9 0 34 7 137 130
39 0 35 107 3 73 2 2 6 0 11 76 0 9 2 31 21 7 3 1 0 2 8 4 1405
100 22 39 119 180 138 19 98 65 0 1595 5 25 25 237 176 18 20 20 4 3 13 0 49 18
149 137 95 4 13 729 0 52 59 2 9 107 8 19 525 359 36 1 50 0 13 23 6 94 475
24 0 42 16 4 123 1 35 18 1 327 71 137 14 6 207 13 124 266 81 1 1 25 462 476
71 11 205 327 8 1028 4 27 106 16 123 185 33 21 17 767 5 53 36 8 0 21 1 2 119
524 76 59 1596 27 24 63 28 42 15 2 114 2 30 91 298 3 10 0 11 6 30 0 0 196
199 160 70 6 35 298 12 29 151 24 44 2 2 22 20 19 5 1 43 63 41 26 7 45 722
467 50 62 26 102 358 0 10 158 22 431 4 5 127 17 1295 1 100 81 27 72 3 0 15 71
35 5 12 6 4 249 0 39 67 8 12 1560 521 20 56 178 10 15 17 10 21 14 1 5 96
933 86 60 235 345 58 8 4 7 0 24 93 0 197 158 37 6 26 6 3 15 8 20 92 121
29 19 12 6 9 209 62 3 167 1 48 2194 0 8 8 91 4 6 15 1 0 6 45 17 6
483 22 12 195 253 266 30 7 44 4 128 978 0 9 38 345 0 3 30 0 90 7 71 666 173
76 120 44 19 1 39 15 35 773 13 73 344 17 240 105 896 0 8 9 37 1 51 16 8 153
249 1 444 7 35 181 0 36 22 9 37 126 16 9 12 62 27 56 233 13 3 6 94 491 929
2368 21 0 145 15 20 18 13 67 1 0 3 3 205 31 178 3 2 0 2 46 1 0 13 21
450 8 13 9 25 51 10 1 4 0 8 0 14 12 28 16 0 2 0 130 76 2 25 30 2510
1353 86 11 24 40 46 7 312 103 1 45 34 5 7 247 256 53 6 45 83 15 0 0 112 107
1646 21 18 30 3 150 9 100 17 174 3 23 8 7 41 218 2 3 63 0 55 3 5 25 433
103 6 96 9 13 59 0 9 16 0 101 25 35 5 39 152 60 47 22 2 1 13 5 606 890
225 72 190 189 75 643 1 3 20 673 405 90 0 21 0 496 18 15 182 4 3 2 1 268 100
600 215 93 13 303 397 43 3 319 19 27 15 104 12 5 36 4 20 5 223 3 8 28 5 260
1017 35 91 26 16 212 3 3 25 1 19 4 138 19 110 631 28 32 12 207 0 9 3 12 776
732 230 16 33 9 1047 1 130 247 1 31 118 4 41 125 88 2 0 75 52 273 33 4 37 167
250 10 55 179 122 173 4 47 20 2 37 66 7 165 77 83 58 145 170 37 53 188 27 188 871
620 62 21 82 5 177 404 11 139 0 13 10 2 47 532 202 0 2 5 2 45 6 1 1 25
140 15 2 156 184 459 22 1 46 48 60 85 0 114 16 313 0 8 196 196 6 7 28 2 450
2430 63 12 1 9 64 2 3 9 26 7 1 20 3 60 66 0 2 25 18 8 0 19 0 113
555 495 12 5 29 16 1 1 126 65 15 82 26 193 58 226 25 90 46 1 27 14 3 24 496
99 64 38 330 4 203 201 1 358 0 49 23 0 50 116 229 3 85 82 17 300 10 13 120 428
678 125 8 38 133 42 461 1 35 0 113 16 5 41 9 935 5 34 10 6 0 4 12 80 347
85 4 1 51 5 700 615 3 43 1 24 15 1 283 20 137 3 3 0 2 44 7 2 52 20
42 3 38 138 4 48 18 0 12 4 1 43 239 176 24 332 0 7 0 11 12 1 10 10 991
1162 2 5 96 70 66 3 0 395 0 8 2 8 5 48 11 0 12 2 1219 31 7 3 7 4
667 61 5 105 250 10 634 25 623 0 44 4 2 132 34 31 1 0 16 21 48 0 22 10 34
584 519 289 30 19 274 1 5 7 0 12 39 3 49 99 52 0 0 39 0 318 5 17 232 1009
61 15 6 64 49 725 320 35 443 0 878 32 27 487 132 116 46 53 10 14 1 2 4 18 77
57 4 132 4 20 2451 0 0 17 2 19 1 1 10 3 13 0 5 9 15 88 5 6 21 91
142 389 9 282 9 184 60 12 249 6 377 8 0 52 209 967 7 38 53 10 77 6 9 3 24
871 45 63 35 134 417 50 5 308 88 9 21 276 27 40 68 0 2 110 146 64 11 25 9 355
98 24 12 96 360 46 412 64 51 0 83 330 5 108 62 77 99 17 177 35 6 46 20 128 351
454 11 106 199 124 724 51 32 87 18 714 44 17 297 92 91 4 20 102 39 11 46 2 450 53
2084 94 13 1 23 45 0 70 0 98 21 3 86 15 6 32 36 4 15 15 0 3 31 213 307
1312 7 2 54 52 290 4 0 6 12 1 2 20 8 2 56 0 38 17 187 42 2 195 17 1458
286 34 41 179 3 154 1 40 47 0 6 17 1 22 124 219 0 3 48 0 59 2 7 572 118
33 125 203 6 602 849 0 37 25 25 206 43 144 30 45 61 4 22 18 1 1 5 1 89 52
21 38 198 99 4 628 0 0 140 0 26 135 8 166 157 797 1 25 0 0 21 1 7 20 756
113 114 18 17 17 293 46 17 75 16 326 146 16 73 213 207 209 10 386 13 1 17 3 481 14
198 27 137 14 47 521 3 13 43 3 9 98 1 105 247 56 0 4 7 270 6 14 6 279 353
827 45 120 13 108 298 11 251 26 1 132 7 78 8 17 33 4 18 325 5 0 3 19 201 565
1313 24 84 5 39 61 1 14 6 38 22 3 29 9 6 12 0 3 50 41 369 15 4 34 353
142 2 47 4 27 1545 0 1 34 4 36 123 0 1 35 538 1 0 9 0 129 25 15 151 267
185 205 581 8 20 16 0 6 7 1 12 3 28 5 8 19 14 60 44 11 9 16 11 19 1995
31 28 25 0 7 662 1 0 3 200 9 23 0 13 1 14 0 1 2 0 7 0 15 0 2563
283 86 300 3 84 82 0 69 39 40 97 335 18 32 41 95 31 43 44 8 0 11 1 187 24
396 3 131 54 61 85 5 42 204 1 43 29 1 4 18 21 4 0 20 272 0 37 2 0 1264
143 14 15 49 96 407 291 11 2 29 526 2 2 27 14 406 9 48 4 18 13 5 27 40 1281
50 32 456 34 4 168 0 5 18 0 402 2 0 68 176 236 71 3 1 0 380 2 1 71 94
721 106 2 12 5 24 20 19 112 222 1202 10 73 9 32 751 58 3 56 10 4 0 2 8 6
129 0 167 13 27 203 7 0 958 19 137 192 69 13 11 29 0 38 20 768 1 42 1 6 297
31 9 9 2 109 116 10 18 13 4 31 1308 20 660 54 39 13 2 2 0 1 84 2 577 392
602 139 77 0 17 36 0 21 19 178 251 317 234 72 38 1332 167 5 55 0 3 1 1 7 71
226 0 17 534 27 155 39 139 331 1 4 989 2 19 29 200 104 69 2 110 0 9 165 206 470
156 59 339 24 71 1487 0 25 103 40 21 351 3 67 20 478 1 1 110 0 88 1 15 251 56
85 2 6 19 70 91 4 0 4 0 18 4 0 7 9 9 8 10 8 1 4 18 10 84 1114
60 1 35 9 6 53 0 5 9 5 51 14 55 4 19 75 0 51 39 16 1 29 36 2 1656
609 122 7 211 164 786 38 5 104 0 301 5 3 15 128 84 339 37 95 2 22 2 7 114 389
552 645 215 86 8 423 0 6 122 0 192 33 139 61 320 274 24 10 9 3 80 9 14 13 588
2280 17 58 44 0 25 1 1 149 0 0 6 1 22 96 114 2 3 9 2 322 4 10 7 99
1217 5 38 37 69 72 338 2 507 1 68 1 23 14 140 43 61 18 42 127 3 3 0 1 11
606 32 84 25 44 445 28 276 5 118 15 4 40 38 8 240 11 24 131 118 2 46 29 3 912
20 18 1388 14 59 163 0 0 129 6 59 88 0 32 10 209 4 263 73 4 2 1 15 3 677
59 138 14 4 1 127 31 2 162 18 783 8 67 16 22 488 0 11 3 64 5 2 0 19 15
37 24 588 24 57 642 1 27 250 3 211 213 0 4 97 94 0 16 42 32 3 7 12 10 1135
416 1 6 86 14 269 0 14 10 13 152 1 0 77 0 0 5 48 42 165 6 7 5 323 144
1190 123 51 279 31 96 7 4 55 8 14 27 2 59 44 197 52 9 10 66 72 0 2 81 662
45 27 613 13 32 71 0 0 9 0 10 6 15 202 4 161 1 123 74 4 7 0 11 73 1422
56 15 96 40 14 102 8 0 15 295 35 290 3 52 10 640 0 12 55 0 2 59 39 2 711
118 28 12 222 103 221 553 2 125 2 9 152 12 31 11 715 2 200 79 44 9 6 0 80 212
30 13 17 153 98 202 144 107 234 1 19 36 1 91 258 54 14 3 1 17 3 4 0 243 707
21 15 160 2 0 532 0 4 511 2 35 85 0 60 525 25 2 3 22 4 75 14 6 2 636
66 11 2 4 41 864 0 0 8 10 1 64 0 10 5 24 0 2 15 0 11 8 9 56 1318
9 15 52 540 562 206 10 6 83 0 199 24 0 203 37 63 38 270 19 8 0 29 67 124 62
126 0 42 148 6 785 4 25 28 3 695 54 10 20 64 346 0 3 47 0 118 0 70 12 718
48 224 359 51 1 5 9 42 24 7 15 50 4 82 103 707 34 6 4 19 3 1 4 1 679
559 20 16 41 1 111 3 6 18 1 2 107 1 27 2 74 0 0 5 384 13 59 1 2 1126
1402 46 14 3 9 688 9 4 206 25 2 199 2 10 5 295 2 9 20 2 105 0 0 52 11
280 36 301 0 32 68 0 2 44 4 8 4 38 14 209 9 0 2 4 48 6 14 3 8 1406
1686 98 40 115 13 93 2 61 2 1 193 10 2 7 187 257 11 2 48 0 152 1 0 264 240
91 38 52 0 0 7 0 1 1 5 26 113 1 119 28 1924 29 2 182 0 7 20 35 13 558
96 47 4 2 1 216 1 0 2 6 21 1608 0 24 0 936 5 1 28 0 21 4 38 5 44
1024 40 55 160 22 28 0 18 7 19 43 1 33 20 14 34 24 12 158 17 1 41 1 8 736
15 18 155 9 3 100 4 6 231 17 126 381 0 23 26 413 8 5 19 4 4 36 12 15 62
59 19 152 19 16 424 2 0 51 144 299 32 802 31 0 175 3 52 976 40 21 9 2 9 223
1338 85 1 29 23 112 123 19 448 0 176 21 5 334 57 111 6 16 4 14 20 0 4 9 16
78 2 167 4 22 132 2 5 1086 9 71 11 13 73 16 127 10 53 37 10 18 6 10 88 1021
256 3 12 22 2 44 15 9 291 34 2 376 5 12 12 2092 30 6 97 5 11 15 0 22 12
1531 30 101 39 2 149 0 12 136 14 14 94 40 28 25 57 22 46 6 6 22 28 18 50 218
158 50 183 101 106 421 193 101 942 7 328 7 6 18 47 253 17 13 2 739 36 6 0 58 15
694 89 29 3 258 16 2 0 1 7 12 27 0 262 7 132 1 10 6 0 7 13 15 106 1444
214 424 74 18 18 187 1 35 36 15 38 21 7 148 31 107 137 283 13 15 1 27 12 19 1181
1245 81 71 44 15 21 78 12 0 0 14 14 24 40 36 196 18 6 15 0 34 30 13 60 374
95 9 142 0 117 15 0 12 36 68 0 28 113 3 9 22 0 1 52 87 0 31 23 7 2245
209 1 1 349 42 435 32 13 1 0 96 7 0 6 74 45 1 2 21 3 446 8 1 55 156
2500 66 5 5 36 135 0 4 1 61 5 0 67 22 0 22 4 1 3 2 226 2 2 21 41
133 2 147 219 49 17 22 264 49 152 102 140 27 231 99 429 37 10 48 1 0 9 6 749 388
114 24 6 0 0 17 0 1 1 0 5 9 0 3 8 476 5 1 0 0 88 0 5 1 2103
268 151 78 19 67 936 3 2 83 2 58 6 1 31 93 48 28 8 4 1 19 49 0 141 1152
113 16 34 12 21 98 14 7 4 5 111 3 279 49 69 307 2 8 9 143 115 15 5 57 1331
742 34 82 20 6 112 30 28 10 19 8 198 3 20 86 495 86 1 32 14 1 65 20 40 1067
1146 110 54 1 246 270 18 14 256 15 8 7 47 23 40 89 0 7 15 357 50 27 7 3 509
135 28 55 171 3 34 1 1 14 0 16 24 0 51 1156 75 6 14 1 3 11 6 14 25 1124
9 8 96 1 0 366 0 12 2 22 13 685 4 0 18 128 13 0 57 4 0 14 27 4 1335
220 120 95 297 93 224 23 14 185 12 83 58 0 69 107 92 0 1 18 11 70 6 0 591 53
618 363 50 7 476 181 6 84 32 312 30 0 64 608 12 240 30 18 12 45 0 1 0 54 38
185 10 102 82 3 496 0 64 6 0 550 268 0 302 39 47 45 14 95 17 12 32 0 16 280
1270 236 0 16 60 11 18 2 30 1 39 12 7 110 19 112 2 4 8 2 4 6 3 11 26
74 48 25 5 4 44 0 7 1 2 15 50 27 84 7 419 52 144 6 1 41 6 16 304 1606
94 67 290 10 97 299 0 203 78 66 42 11 624 40 17 712 0 6 20 52 9 1 6 44 355
423 344 25 61 37 77 222 6 10 2 173 24 0 142 47 28 23 7 45 32 535 98 34 181 47
62 58 87 33 209 664 87 10 5 30 39 42 5 122 49 386 0 28 75 4 1 2 7 29 216
78 9 0 0 2 2023 0 0 0 52 0 2 0 6 0 16 0 2 130 18 0 2 4 4 233
147 14 13 223 7 1813 2 0 11 22 13 139 0 5 3 221 2 3 48 1 6 47 0 53 140
320 197 45 47 38 136 3 16 11 5 24 33 14 50 222 131 23 3 3 22 18 5 7 6 565
10 22 91 6 11 111 16 19 103 1 1118 352 1 9 48 317 2 1 41 2 1 1 21 214 66
66 578 272 66 86 481 7 9 270 7 208 44 0 398 74 541 85 124 2 1 8 0 14 46 161
428 5 188 13 0 235 1 159 16 69 210 6 14 3 50 150 15 9 539 9 6 127 0 73 332
848 817 102 48 52 53 4 15 264 0 311 86 0 18 78 173 2 1 20 74 39 56 1 12 151
500 67 184 7 41 28 0 2 22 6 12 14 10 54 3 44 4 30 44 10 4 6 41 41 1301
180 1 8 6 10 886 1 7 88 0 10 76 34 4 17 670 1 14 21 38 2 4 5 5 1296
1832 37 75 0 6 11 0 50 38 24 4 4 31 4 58 196 37 1 1 52 1 4 8 29 595
160 4 0 0 7 1250 34 9 69 1781 14 50 18 11 6 348 0 0 34 121 4 0 1 0 17
20 14 84 6 2 75 1 3 80 0 16 6 3 5 134 9 4 1 1 1 8 8 26 2 1796
577 212 60 20 69 153 1 14 151 110 6 157 0 76 127 759 86 56 25 8 38 10 11 50 161
292 1595 18 3 83 135 0 3 1 123 994 16 2 94 65 142 5 2 80 0 11 4 2 143 29
915 128 38 7 304 17 63 235 27 5 74 20 0 142 29 21 3 17 47 109 0 41 27 19 1186
876 67 31 10 12 31 5 41 87 11 12 66 33 12 4 770 22 5 66 14 0 17 0 22 96
431 25 10 12 386 424 30 5 5 69 420 2 178 1 0 201 0 7 224 144 1 0 18 85 227
743 18 1 29 2 1096 10 2 83 0 4 91 20 325 272 67 0 2 13 32 81 9 20 3 336
675 119 16 121 4 235 0 12 347 0 2 87 1 1 212 132 0 0 60 0 2095 2 3 7 8
30 16 133 20 3 99 0 21 389 3 60 402 9 14 260 483 24 10 24 11 12 12 44 9 292
1201 56 16 13 21 403 5 2 8 18 18 52 4 6 35 34 2 4 20 0 4 11 11 22 759
43 1 18 0 0 17 0 1 0 1 2 6 1 2 1 43 0 0 7 0 9 0 0 1 3274
317 731 213 21 311 707 83 33 75 432 57 16 80 79 32 144 3 35 0 45 10 4 18 34 44
175 24 137 24 293 287 4 18 8 5 1370 4 10 6 51 71 51 21 32 5 0 7 24 149 26
55 2 2 0 5 1887 32 5 27 110 23 7 3 35 53 23 0 0 7 15 105 4 0 38 33
125 20 37 0 0 32 0 27 0 4 18 16 11 3 14 295 2 0 59 2 174 1 0 25 2369
688 33 70 32 31 20 5 8 6 1 7 254 6 46 57 189 6 56 5 13 0 58 9 13 937
429 46 17 324 8 502 1462 167 44 13 119 3 0 134 115 138 18 114 140 60 23 25 1 17 23
119 25 454 17 9 1484 0 0 0 1 10 133 2 6 11 315 26 26 17 0 28 4 15 57 313
1737 30 66 45 16 125 6 3 9 7 1 27 187 57 329 219 7 24 3 2 4 6 3 19 231
2099 13 28 1 5 141 0 49 4 2 2 85 0 102 157 47 0 6 152 5 8 15 2 116 122
1456 139 139 77 149 431 17 8 63 4 79 2 105 102 69 451 9 3 164 97 161 0 50 75 559
79 9 134 1 82 42 0 3 7 0 7 134 22 26 1 36 137 111 3 11 2 0 0 21 2563
2760 15 6 4 0 78 1 13 4 30 234 1 76 2 3 111 0 0 40 6 14 1 0 2 16
267 10 132 71 23 542 37 6 318 20 209 34 7 20 21 456 0 28 42 191 241 0 39 6 408
977 54 42 7 67 17 9 27 23 2 58 8 40 103 7 46 4 48 13 453 2 55 2 27 1767
334 16 39 118 1 174 33 18 15 8 26 54 12 127 8 394 0 11 15 87 18 5 32 37 1043
543 3 3 27 15 134 7 14 4 3 10 13 1 4 0 37 3 6 17 3 3 8 0 105 2048
420 18 9 166 60 115 9 25 43 12 145 23 18 7 15 16 59 455 22 27 27 517 18 14 240
242 0 1 7 0 10 0 0 1 4 1 3 0 3 0 196 1 0 5 2 284 1 13 5 2005
89 206 17 0 8 98 0 22 18 107 0 65 34 54 39 2520 5 0 13 3 2 9 0 3 42
358 27 199 6 19 38 1 6 161 10 533 426 5 236 60 676 175 130 106 6 0 5 12 22 58
322 54 105 298 80 44 17 166 209 14 28 92 1 182 53 201 963 93 0 0 0 97 1 99 153
23 4 851 150 3 124 0 32 3 10 67 53 10 5 7 349 399 53 121 3 31 81 1 309 151
578 3 63 0 10 384 0 1 24 7 24 93 1 2 8 1952 115 2 20 0 7 1 7 10 250
180 49 24 714 133 397 24 25 29 3 33 452 1 53 85 175 82 93 89 2 4 1 127 73 258
115 16 18 8 1 84 0 0 2 2 0 3 7 23 6 124 0 2 8 0 19 6 2 11 2048
1167 37 23 88 48 70 15 58 166 0 24 141 1 137 293 265 70 9 31 1 168 11 18 144 288
103 108 217 413 29 203 41 85 20 84 136 100 2 135 27 255 2 14 15 13 5 1 7 34 269
750 153 168 92 62 43 57 0 25 8 23 25 4 320 17 214 45 20 27 10 0 105 16 79 748
246 641 25 35 20 121 34 112 138 452 56 165 0 299 9 480 11 5 80 3 1 21 0 14 20
1536 43 42 284 64 324 52 6 483 1 27 25 21 150 16 182 12 79 43 124 44 4 5 26 435
191 23 16 1 2 532 0 12 10 5 13 72 61 205 11 158 4 4 5 1 6 2 0 18 2841
60 98 23 27 13 77 0 125 0 6 47 52 0 40 26 1978 10 4 16 0 5 0 0 28 41
120 45 493 15 38 311 0 59 18 65 164 45 45 0 0 597 232 46 346 7 1 149 7 141 79
267 9 37 3 7 385 0 4 3 11 23 25 11 24 22 41 11 0 702 0 0 2 80 549 718
752 164 199 642 50 99 6 25 253 48 46 198 210 35 115 274 8 90 43 44 12 55 8 2 160
35 3 39 126 10 1554 0 9 64 152 43 1 38 0 14 117 0 3 10 34 123 7 13 5 71
286 25 3 4 0 60 2 2 3 4 29 2 4 6 52 1904 4 5 20 0 28 0 1 5 19
640 24 279 316 18 71 0 1 23 5 70 0 0 24 52 22 2 140 108 8 1007 3 26 100 458
116 137 448 41 41 166 0 28 3 3 52 36 1 160 171 72 7 10 20 7 105 16 71 155 287
30 0 212 18 66 14 0 2 58 2 1 9 2 2 10 9 0 4 14 0 2 5 1 153 2753
47 4 232 44 2 142 3 0 45 2 140 7 8 9 0 358 57 51 1 1 61 1 12 5 1157
15 0 52 77 1 327 2 2 36 1 3 7 0 3 11 183 0 11 32 2 0 64 25 7 2810
157 80 153 86 15 302 0 138 114 5 57 20 153 7 103 232 2 21 22 54 79 19 0 64 656
3311 20 0 7 0 75 1 0 0 18 0 3 0 4 2 44 0 0 12 2 5 8 0 0 11
564 0 6 2 2 149 0 4 10 0 0 338 0 2 0 98 0 10 5 0 8 4 0 6 2055
148 17 871 204 0 106 0 21 152 3 19 4 7 10 39 94 2 5 6 19 48 274 11 2 779
2501 21 8 1 4 16 2 9 32 32 13 10 138 30 16 124 0 3 53 15 166 0 4 1 84
256 129 16 32 96 465 93 90 16 109 7 72 356 263 57 295 1 4 11 64 12 40 89 58 205
586 36 0 14 76 135 1711 39 30 7 128 15 175 42 13 108 18 0 5 178 16 18 9 13 194
114 14 17 158 135 161 10 4 76 4 863 183 6 199 49 35 133 187 6 0 76 40 15 296 221
794 215 86 18 62 75 4 20 13 60 58 26 6 144 36 40 1 6 53 6 9 22 67 158 1281
1098 15 7 19 29 76 705 0 39 8 47 94 1 162 75 39 0 8 7 3 18 7 74 0 287
406 34 20 58 34 130 63 30 21 3 47 4 50 49 45 13 2 12 7 176 17 19 115 6 1764
100 72 133 2 32 70 8 6 135 95 26 332 355 1 1 587 7 14 81 249 2 18 7 4 775
3005 24 0 2 0 3 1 9 10 0 6 6 0 3 13 16 2 1 36 0 42 6 2 14 6
560 39 4 41 27 286 15 13 7 2 141 37 1084 39 115 25 1 20 37 33 4 2 10 406 55
71 18 14 0 17 229 3 20 22 47 67 8 53 545 13 171 3 56 5 30 44 4 4 32 2060
779 2 5 3 27 194 20 3 39 10 17 65 0 14 0 69 10 6 74 332 15 20 13 16 245
112 11 11 41 28 99 882 22 1201 6 9 29 49 92 91 60 4 24 23 221 0 183 2 21 107
230 26 61 33 68 878 1 9 72 7 1537 31 92 0 17 24 2 89 432 117 37 67 3 26 528
1533 68 65 129 47 84 6 3 7 0 25 3 1 28 91 17 0 1 6 1 12 7 1 153 54
466 180 80 233 13 471 58 0 573 1 2 13 7 16 569 78 1 3 5 160 159 19 17 1 360
436 123 12 24 19 505 14 49 67 104 184 239 0 47 70 35 8 7 20 9 60 56 11 80 418
758 5 109 5 3 97 1 19 7 76 64 0 33 36 58 468 1 9 49 30 0 8 15 11 1450
87 189 501 251 46 294 23 61 596 23 146 86 26 10 44 123 6 53 56 6 6 44 6 0 125
18 1 15 18 5 107 7 12 191 942 94 154 20 7 0 1701 3 5 44 10 1 8 0 2 36
116 27 1 16 10 59 92 19 22 4 459 7 363 169 48 1495 142 36 24 6 1 10 7 8 454
165 34 37 59 2460 264 12 9 18 0 64 11 31 18 37 28 7 65 8 14 10 4 7 218 113
787 109 84 150 286 60 12 8 72 29 7 31 0 14 4 44 0 14 72 563 0 41 3 3 1069
106 33 18 9 38 373 11 57 37 54 504 49 26 10 167 414 6 7 217 64 0 15 11 1 20
522 49 39 10 81 538 17 48 5 1 45 11 3 6 6 62 1 11 226 19 18 409 50 313 886
110 18 49 17 42 661 9 0 9 28 78 33 5 178 9 28 0 6 16 1 5 6 155 61 652
106 7 32 32 21 57 53 0 0 13 28 10 0 9 20 190 11 0 27 5 25 2 14 153 2237
240 8 7 8 12 20 53 27 34 9 12 293 8 454 24 311 22 30 8 51 4 0 24 35 371
